Date,Capital Gains,SharesOutstanding,Volatility,RSI,P/E Ratio,% Change Adj Close,% Change Open,% Change Volume,% Change Market Cap,% Change Volatility,% Change RSI,Log Open,Log Adjusted Close,Log Volume,Log Market Cap
2014-12-08 00:00:00-05:00,0.0,90100000.0,,,8.58904800415039,,,,,,,4.449748382169322,4.453072996789222,13.662708967706312,31.979139690284878
2014-12-09 00:00:00-05:00,0.0,90100000.0,,,8.62081527709961,0.003698579043203365,0.007802240512004399,0.1020622160083886,0.1020622160083886,,,4.457520342602479,4.4567647529072,13.759892134201262,32.076322856779825
2014-12-10 00:00:00-05:00,0.0,90100000.0,,,8.659910583496094,0.004534989457474881,-0.0012275042001835823,0.05381118511470562,0.05381118511470562,,,4.456292084401926,4.461289490283686,13.812305427015326,32.12873614959389
2014-12-11 00:00:00-05:00,0.0,90100000.0,,,8.645250701904297,-0.00169284445265927,0.0029304720007397034,1.0,1.0,,,4.459218270939837,4.4595952113507265,16.538357413309217,34.85478813588778
2014-12-12 00:00:00-05:00,0.0,90100000.0,,,8.716111755371093,0.008196529621886883,0.004900860194161805,-0.5248364381618014,-0.5248364381618014,,,4.464107161012009,4.467758331858732,15.79426121980206,34.110691942380626
2014-12-15 00:00:00-05:00,0.0,90100000.0,,,8.684344482421874,-0.003644661041621311,9.359134212028053e-05,-0.8274603591523011,-0.8274603591523011,,,4.464200747974733,4.464107012857798,14.037132952906545,32.35356367548511
2014-12-16 00:00:00-05:00,0.0,90100000.0,0.5753632803683563,,8.728329467773438,0.00506485958043168,0.006095995363651907,1.0,1.0,,,4.470278237926504,4.469159089182372,16.179548165271285,34.49597888784985
2014-12-17 00:00:00-05:00,0.0,90100000.0,0.45422102619977317,,8.66805419921875,-0.006905705012309027,-0.0027964705352220287,-0.8038236566420283,-0.8038236566420283,-0.21054915790077178,,4.467477849962534,4.462229429442651,14.550806852032377,32.86723757461095
2014-12-18 00:00:00-05:00,0.0,90100000.0,0.46262262681399346,,8.619181823730468,-0.005638217570523074,-0.01046946484057698,1.0,1.0,0.01849672324619589,,4.456953194727705,4.456575257124286,15.391040022147187,33.707470744725754
2014-12-19 00:00:00-05:00,0.0,90100000.0,0.43350055258851133,,8.650952911376953,0.003686090895427263,0.001228602592805439,-0.8245918937371982,-0.8245918937371982,-0.06294995648189783,,4.458181043205952,4.460254571035284,13.650400037900674,31.96683076047924
2014-12-22 00:00:00-05:00,0.0,90100000.0,0.4315273464562561,,8.650952911376953,0.0,0.001226576898129439,1.0,1.0,-0.004551796117612361,,4.459406868473198,4.460254571035284,14.677007137751291,32.993437860329855
2014-12-23 00:00:00-05:00,0.0,90100000.0,0.46336079191188906,,8.5792724609375,-0.008285844481384919,-0.001979283765770723,-0.4252334474162336,-0.4252334474162336,0.07376924247571393,,4.457425623336815,4.451934208136108,14.123215821621521,32.43964654420009
2014-12-24 00:00:00-05:00,0.0,90100000.0,0.5809939768216974,,8.585474395751953,0.0025412335269361375,-0.006837754830874343,-0.19267808571638612,-0.19267808571638612,0.2538695266477726,,4.450564383944704,4.4544722181890375,13.90918303382691,32.22561375640547
2014-12-26 00:00:00-05:00,0.0,90100000.0,0.44738144010352826,50.848243531122066,8.596891784667969,-0.00048628937404038286,0.0039033697286181557,-0.659806956838463,-0.659806956838463,-0.2299723268201347,,4.4544601552921455,4.453985810537973,12.830940985336825,31.14737170791539
2014-12-29 00:00:00-05:00,0.0,90100000.0,0.25130420353465444,53.7840915790813,8.626262664794922,0.003416453395322927,0.0013283260792478213,1.0,1.0,-0.438277539013464,0.05773745254666118,4.455787599926785,4.457396441114884,14.710495934011092,33.02692665658966
2014-12-30 00:00:00-05:00,0.0,90100000.0,0.2795163838016423,51.6213226874733,8.63604736328125,0.0011342917398355912,0.004072256437407384,-0.5118293629714379,-0.5118293629714379,0.11226306552049947,-0.040212055797725466,4.459851587169864,4.458530090031897,13.993405665805316,32.30983638838388
2014-12-31 00:00:00-05:00,0.0,90100000.0,0.2887218917342105,48.40245214285343,8.645838165283203,0.0011337133285744816,-0.000660018791332484,-0.15426466895454927,-0.15426466895454927,0.03293369714993477,-0.0623554449409911,4.459191350470241,4.459663161192826,13.825856850018418,32.142287572596985
2015-01-02 00:00:00-05:00,0.0,90100000.0,0.3050432886611796,54.75023992751022,8.689886474609375,0.005094741363890654,0.0014157508225727256,1.0,1.0,0.05652982123708905,0.13114599578389408,4.460606100062502,4.464744968274548,14.522856457924032,32.8392871805026
2015-01-05 00:00:00-05:00,0.0,90100000.0,0.43940977604864256,52.9640832779115,8.742906188964843,0.006101312659306357,0.00584385142885524,-0.2498767622991226,-0.2498767622991226,0.44048334246982157,-0.03262372278118986,4.4664329424250635,4.470827743290197,14.235338688908206,32.551769411486774
2015-01-06 00:00:00-05:00,0.0,90100000.0,0.6124748239866105,62.244569615333155,8.801634216308594,0.00671722034692257,0.008621017326768676,0.24216336991522636,0.24216336991522636,0.3938579826198716,0.1752222593700976,4.475017010987386,4.477522503635612,14.452193201543093,32.76862392412166
2015-01-07 00:00:00-05:00,0.0,90100000.0,0.6723962901024899,58.2095212132015,8.80001220703125,-0.000184285013155705,-0.00037054092399368965,-0.1757485980319543,-0.1757485980319543,0.09783498646662636,-0.06482570972966728,4.474646401396141,4.477338201639887,14.258913505412831,32.575344227991394
2015-01-08 00:00:00-05:00,0.0,90100000.0,0.6423271902533527,61.65243335887555,8.764117431640624,-0.004078946090772972,-0.0005580395647963865,0.07252888318356865,0.07252888318356865,-0.0447193125419445,0.05914688995746675,4.474088206069316,4.4732509139575125,14.32893280757753,32.6453635301561
2015-01-09 00:00:00-05:00,0.0,90100000.0,0.612786613656962,73.14121005016072,8.807347869873047,0.004932663051312902,0.0003716878162378645,-0.3370436864153201,-0.3370436864153201,-0.04598992078280084,0.18634749782558635,4.4744598248267495,4.478171451284829,13.91788662458114,32.23431734715971
2015-01-12 00:00:00-05:00,0.0,90100000.0,0.5510338928301105,73.09005516344097,8.838346099853515,0.003519587330767626,0.004741235486412476,1.0,1.0,-0.10077361262565154,-0.0006993989665289302,4.479189856056915,4.481684859362809,14.809095608764677,33.125526331343245
2015-01-13 00:00:00-05:00,0.0,90100000.0,0.3973160625438083,73.62044941832175,8.846504974365235,0.0009231223149153145,0.001388076483636702,-0.6153874634381132,-0.6153874634381132,-0.2789625688844788,0.0072567225964563775,4.480576970052957,4.482607555862353,13.85357675877073,32.170007481349295
2015-01-14 00:00:00-05:00,0.0,90100000.0,0.49462413574862657,90.20586524749241,8.88729248046875,0.004610578552965983,0.008962494971425317,0.4880631497882171,0.4880631497882171,0.24491351439910392,0.22528273000521892,4.4894995402394615,4.487207538255159,14.251052133654907,32.567482856233475
2015-01-15 00:00:00-05:00,0.0,90100000.0,0.5655706346774872,91.71299674579996,8.9631591796875,0.008536536789520488,-0.0017393764064874695,-0.11107517143226808,-0.11107517143226808,0.14343517390529548,0.016707688509749463,4.48775864936142,4.495707844855383,14.133309529319865,32.44974025189843
2015-01-16 00:00:00-05:00,0.0,90100000.0,0.6740435035377815,79.58233588759639,8.897080993652343,-0.007372198207179492,0.005778711766344369,0.22924095771777897,0.22924095771777897,0.1917936721063147,-0.13226763150947962,4.493520728419249,4.488308337694204,14.339706400668437,32.656137123247
2015-01-20 00:00:00-05:00,0.0,90100000.0,0.6192756928739231,79.21436979819643,8.917469787597657,0.002291627328093293,-0.0031927277432275414,-0.20300751879699253,-0.20300751879699253,-0.08125263484686718,-0.00462371561849706,4.490322893046389,4.490597343249045,14.112796366558749,32.429227089137314
2015-01-21 00:00:00-05:00,0.0,90100000.0,0.4850595127661456,72.50426706971558,8.875054931640625,-0.004756377870326123,0.0009152534406762225,0.7071757539741494,0.7071757539741494,-0.21673090297620046,-0.08470815011941968,4.491237727898025,4.4858296178170045,14.64763676580567,32.96406748838424
2015-01-22 00:00:00-05:00,0.0,90100000.0,0.36255444707001266,69.069406877491,8.853031158447266,-0.0024815365496885233,-0.002925190083242324,-0.4209381254895135,-0.4209381254895135,-0.2525567739049671,-0.04737459367628427,4.488308251084563,4.483344997152206,14.101290823126458,32.41772154570503
2015-01-23 00:00:00-05:00,0.0,90100000.0,0.2001558912891518,69.83936787905346,8.910948181152344,0.006542055672063896,-0.001283480419750127,-0.06206792906522396,-0.06206792906522396,-0.44792873758213814,0.01114764171825211,4.487023946298372,4.4898657464525575,14.03721307148208,32.353643794060645
2015-01-26 00:00:00-05:00,0.0,90100000.0,0.2009447002598254,64.0754823469174,8.890557861328125,-0.0022882323418002004,0.0021117865823867543,0.23874379105912524,0.23874379105912524,0.003940973036532069,-0.0825306085547316,4.489133506193781,4.487574892106532,14.251310865868511,32.56774158844708
2015-01-27 00:00:00-05:00,0.0,90100000.0,0.21508667039778132,60.58107445944242,8.902790069580078,0.0013758650967405917,0.003938681566534985,-0.44166343293235033,-0.44166343293235033,0.07037742284155835,-0.05453580307918027,4.4930644514613,4.488949811568168,13.668517534223614,31.98494825680218
