Date,SharesOutstanding,Volatility,RSI,P/E Ratio,% Change Adj Close,% Change Open,% Change Volume,% Change Market Cap,% Change Volatility,% Change RSI,Log Open,Log Adjusted Close,Log Volume,Log Market Cap
2015-03-10 00:00:00-04:00,21475700.0,,,0.7789999961853027,,,,,,,2.0769384138518787,2.052840854985741,9.655026193237628,26.53745881458289
2015-03-11 00:00:00-04:00,21475700.0,,,0.7829999923706055,0.005134783318216041,-0.023809530923098787,-0.8397435897435898,-0.8397435897435898,,,2.052840854985741,2.057962500258913,7.824046010856292,24.706478632201556
2015-03-12 00:00:00-04:00,21475700.0,,,0.7809999942779541,-0.002554276005286016,0.0,1.0,1.0,,,2.052840854985741,2.0554049565250314,9.082507000466299,25.96493962181156
2015-03-13 00:00:00-04:00,21475700.0,,,0.7940000057220459,0.016645341279561077,-0.0025673916591080204,-0.20454545454545459,-0.20454545454545459,,,2.050270161924796,2.071913282465651,8.85366542803745,25.736098049382715
2015-03-16 00:00:00-04:00,21475700.0,,,0.7800000190734864,-0.017632224871117375,0.010296000502243885,0.19999999999999996,0.19999999999999996,,,2.0605135196455997,2.0541237581487333,9.035986984831405,25.918419606176666
2015-03-17 00:00:00-04:00,21475700.0,,,0.7760000228881836,-0.0051282001121667475,-0.017834378112919103,-0.5476190476190477,-0.5476190476190477,,,2.042518192522965,2.0489823636902087,8.242756345714477,25.12518896705974
2015-03-18 00:00:00-04:00,21475700.0,0.08493694926816667,,0.7760000228881836,0.0,0.010376124942961917,-0.07894736842105265,-0.07894736842105265,,,2.052840854985741,2.0489823636902087,8.160518247477505,25.042950868822768
2015-03-19 00:00:00-04:00,21475700.0,0.05416020437966124,,0.775,-0.0012886892508864323,-0.012836958295540324,1.0,1.0,-0.362348131804637,,2.0399207909584445,2.0476928433652555,8.895629627136483,25.778062248481746
2015-03-20 00:00:00-04:00,21475700.0,0.05855394853546187,,0.7670000076293946,-0.01032257080078125,0.018205444140945604,-0.0547945205479452,-0.0547945205479452,0.08112495523467067,,2.057962500258913,2.0373166253262243,8.83927669058535,25.721709311930613
2015-03-23 00:00:00-04:00,21475700.0,0.06447588637208597,,0.7829999923706055,0.020860475335147566,-0.01660282448373085,-0.855072463768116,-0.855072463768116,0.10113643886949153,,2.0412203040888763,2.057962500258913,6.907755278982137,23.7901879003274
2015-03-24 00:00:00-04:00,21475700.0,0.0645496978130776,,0.7980000019073487,0.019157100489016976,0.006493531425117771,1.0,1.0,0.0011447914118725144,,2.0476928433652555,2.0769384138518787,8.366370301681654,25.24880292302692
2015-03-25 00:00:00-04:00,21475700.0,0.18297803345724595,,0.8239999771118164,0.032581422484114775,0.05935484363186738,1.0,1.0,1.0,,2.10535292811074,2.109000316144458,10.566175525611365,27.448608146956627
2015-03-26 00:00:00-04:00,21475700.0,0.25151927559727916,,0.8399999618530274,0.019417457749564715,0.010962259703984678,-0.4896907216494846,-0.4896907216494846,0.3745872706411413,,2.116255537782656,2.1282316604362044,9.893437216682626,26.77586983802789
2015-03-27 00:00:00-04:00,21475700.0,0.3320499692864402,80.5369123221141,0.8699999809265136,0.035714310042713304,0.024096362008327654,-0.5707070707070707,-0.5707070707070707,0.32017702618586985,,2.1400661634962708,2.1633230037369904,9.047821442478408,25.93025406382367
2015-03-30 00:00:00-04:00,21475700.0,0.39061613357220365,80.5369123221141,0.8699999809265136,0.0,0.023529389325310124,0.14117647058823524,0.14117647058823524,0.17637756272533123,0.0,2.1633230037369904,2.1633230037369904,9.179881164491475,26.062313785836736
2015-03-31 00:00:00-04:00,21475700.0,0.4127895593538009,81.29032734405428,0.8800000190734864,0.011494296972653917,0.0,-0.3711340206185567,-0.3711340206185567,0.05676525846185654,0.009354903238987244,2.1633230037369904,2.174751743158577,8.716044050161402,25.598476671506667
2015-04-01 00:00:00-04:00,21475700.0,0.37201498944742933,77.77777450729046,0.8710000038146972,-0.010227289845135212,0.01379309059654088,1.0,1.0,-0.09877810371512763,-0.04320997284089212,2.1770218354182704,2.164471795244087,9.78131991856192,26.663752539907183
2015-04-02 00:00:00-04:00,21475700.0,0.24220206226927413,78.5714184345832,0.8899999618530273,0.02181395861666635,-0.0034013303865300104,-0.5084745762711864,-0.5084745762711864,-0.34894542118039973,0.010203993779975606,2.1736147073572707,2.1860512338763263,9.071078304642676,25.95351092598794
2015-04-06 00:00:00-04:00,21475700.0,0.19295934393210692,62.85714545217572,0.8340000152587891,-0.06292129100505062,0.002275364943170599,1.0,1.0,-0.20331254769590024,-0.19999986376077483,2.175887487577678,2.121063234666565,10.106428396532818,26.988861017878083
2015-04-07 00:00:00-04:00,21475700.0,0.15507286550643995,68.64407293346626,0.8640000343322753,0.03597124523334383,-0.04313281456772633,-0.6938775510204082,-0.6938775510204082,-0.19634435759170799,0.09206475158330996,2.131796808214924,2.156402622552393,8.922658299524402,25.805090920869663
2015-04-08 00:00:00-04:00,21475700.0,0.1360670922012146,69.03765857333478,0.8670000076293946,0.0034721911781376846,0.0249110356518063,1.0,1.0,-0.12256027670060732,0.00573371629987629,2.156402622552393,2.1598687995922137,9.913437883389296,26.79587050473456
2015-04-09 00:00:00-04:00,21475700.0,0.1362419598678065,70.08196913532959,0.8729999542236329,0.006920353565674997,0.004629625030506013,-0.6237623762376238,-0.6237623762376238,0.0012851576656998098,0.015126679895806294,2.1610215638307584,2.166765317415808,8.935903526274423,25.818336147619686
2015-04-10 00:00:00-04:00,21475700.0,0.13686962564260138,72.45762814601571,0.8729999542236329,0.0,0.005760280564821363,-0.5263157894736843,-0.5263157894736843,0.004606993142229454,0.03389829138645739,2.166765317415808,2.166765317415808,8.1886891244442,25.071121745789466
2015-04-13 00:00:00-04:00,21475700.0,0.12645336457127423,67.98245907563813,0.8649999618530273,-0.009163794719462381,-0.003436395709535911,0.5,0.5,-0.07610352569040002,-0.061762566411355246,2.1633230037369904,2.1575592768432403,8.594154232552366,25.47658685389763
2015-04-14 00:00:00-04:00,21475700.0,0.11743279457051116,62.50000798277083,0.8539999961853028,-0.012716723876103009,-0.005747148486326958,0.7407407407407407,0.7407407407407407,-0.07133515214360875,-0.08064508356144429,2.1575592768432403,2.14476100333362,9.148464968258095,26.03089758960336
2015-04-15 00:00:00-04:00,21475700.0,0.09957031323035179,60.37737631467669,0.8680000305175781,0.016393482897905765,-0.006936354750103124,1.0,1.0,-0.15210811771522692,-0.03396210235171937,2.150598753759597,2.1610215638307584,10.221941283654663,27.104373904999925
2015-04-16 00:00:00-04:00,21475700.0,0.045039496069771624,57.36041125181718,0.8689999580383301,0.0011519901907788288,0.00814897480567911,-0.6981818181818182,-0.6981818181818182,-0.5476614001848661,-0.04996846910232722,2.158714704954495,2.1621728909899924,9.02401079378469,25.906443415129953
2015-04-17 00:00:00-04:00,21475700.0,0.04450774164042252,49.70059162136233,0.8689999580383301,0.0,0.0034641724595592116,-0.5662650602409638,-0.5662650602409638,-0.011806402729847454,-0.13353843641091734,2.1621728909899924,2.1621728909899924,8.1886891244442,25.071121745789466
2015-04-20 00:00:00-04:00,21475700.0,0.044986614073614636,49.70059162136233,0.8689999580383301,0.0,-0.004602987777274747,1.0,1.0,0.010759306483373754,0.0,2.1575592768432403,2.1621728909899924,10.328755287940472,27.211187909285734
2015-04-21 00:00:00-04:00,21475700.0,0.03903589007203897,46.496790911774674,0.8689999580383301,0.0,0.005780369125999885,-0.8856209150326797,-0.8856209150326797,-0.13227765912406952,-0.06446202359109532,2.1633230037369904,2.1621728909899924,8.160518247477505,25.042950868822768
2015-04-22 00:00:00-04:00,21475700.0,0.03598924961862556,52.22929278571698,0.8779999732971191,0.010356749934839593,-0.006896490489400442,1.0,1.0,-0.07804716243925702,0.12328811863208888,2.156402622552393,2.172476377233721,9.011889433252344,25.89432205459761
2015-04-23 00:00:00-04:00,21475700.0,0.0655380658637606,45.65217241071904,0.8779999732971191,0.0,0.01851850012202405,0.2195121951219512,0.2195121951219512,0.8210456333005232,-0.1259278084040335,2.174751743158577,2.172476377233721,9.210340371976184,26.092772993321447
2015-04-24 00:00:00-04:00,21475700.0,0.06553813515631075,77.10845588446509,0.8789999961853028,0.0011389782671953341,-0.0011363896210325741,-0.25,-0.25,1.0572870781100363e-06,0.6890424225761527,2.1736147073572707,2.1736147073572707,8.922658299524402,25.805090920869663
2015-04-27 00:00:00-04:00,21475700.0,0.06768276599957436,58.62065563581415,0.8739999771118164,-0.005688303862554589,-0.0011376824715852996,0.1200000000000001,0.1200000000000001,0.03272340352908398,-0.2397635906022032,2.172476377233721,2.1679101634795908,9.035986984831405,25.918419606176666
2015-04-28 00:00:00-04:00,21475700.0,0.06644009103088185,55.35710028235599,0.8729999542236329,-0.0011441909775423698,-0.004555804449835832,-0.29761904761904767,-0.29761904761904767,-0.018360286408807935,-0.05567244716151387,2.1679101634795908,2.166765317415808,8.68270762989381,25.565140251239075
2015-04-29 00:00:00-04:00,21475700.0,0.05996027554907329,44.64289971764401,0.8670000076293946,-0.006872791419071822,-0.005720845771654548,-0.4067796610169492,-0.4067796610169492,-0.09752869662380037,-0.1935469977665525,2.1621728909899924,2.1598687995922137,8.160518247477505,25.042950868822768
2015-04-30 00:00:00-04:00,21475700.0,0.09232437674434747,24.509815837920172,0.8210000038146973,-0.05305652065733346,-0.016110402348519126,1.0,1.0,0.5397590471175608,-0.45098064881674194,2.14593130525684,2.10535292811074,11.04452055708819,27.926953178433454
2015-05-01 00:00:00-04:00,21475700.0,0.17915124533245935,42.01682153862181,0.8460000038146973,0.03045066977325206,-0.028070148042597443,-0.8881789137380192,-0.8881789137380192,0.9404544243882786,0.7142854853122076,2.1174596593627464,2.1353491781272305,8.85366542803745,25.736098049382715
2015-05-04 00:00:00-04:00,21475700.0,0.17272303329657965,52.45903305262483,0.8600000381469727,0.016548503864241004,0.028880837424703154,0.9285714285714286,0.9285714285714286,-0.03588148116944745,0.24852454639874533,2.14593130525684,2.151762247616406,9.51044496442652,26.392877585771785
2015-05-05 00:00:00-04:00,21475700.0,0.1585046308709145,43.859635914025446,0.8539999961853028,-0.0069767926692168025,0.0011696173869881754,-0.5037037037037038,-0.5037037037037038,-0.08231908712054048,-0.1639259558972963,2.147100239174292,2.14476100333362,8.809862805379057,25.69229542672432
2015-05-06 00:00:00-04:00,21475700.0,0.136834721886203,43.36285501125841,0.8539999961853028,0.0,-0.002336501960658488,-0.25373134328358204,-0.25373134328358204,-0.1367146743009634,-0.011326607994212146,2.14476100333362,2.14476100333362,8.517193191416238,25.3996258127615
2015-05-07 00:00:00-04:00,21475700.0,0.11269406344124802,43.36285501125841,0.8539999961853028,0.0,-0.003512849309741939,1.0,1.0,-0.1764220229499298,0.0,2.1412419694809155,2.14476100333362,9.268609280100158,26.15104190144542
2015-05-08 00:00:00-04:00,21475700.0,0.08802049577367155,32.02617678994616,0.8140000343322754,-0.046838363034779285,-0.002350229991274655,1.0,1.0,-0.218942923115376,-0.26143754184010426,2.1388889733642644,2.0967902221916908,10.094107912144779,26.97654053349004
2015-05-11 00:00:00-04:00,21475700.0,0.1254895165224313,31.81820996675765,0.8130000114440918,-0.0012285292948469584,-0.02826852503984878,-0.23553719008264462,-0.23553719008264462,0.42568518183656234,-0.006493651257611255,2.1102132003465894,2.0955609376360926,9.825526011066415,26.70795863241168
2015-05-12 00:00:00-04:00,21475700.0,0.18013218335454567,24.539896324553297,0.7949999809265137,-0.022140258627555975,-0.018181771943063474,0.1567567567567567,0.1567567567567567,0.43543610929720167,-0.22874679781824414,2.0918641087734198,2.0731719046744335,9.971146201009942,26.853578822355207
2015-05-13 00:00:00-04:00,21475700.0,0.22367073098017276,30.898912222932424,0.8100000381469726,0.018867996956399402,-0.008642054963191703,-0.43457943925233644,-0.43457943925233644,0.24170332482970136,0.25912969697498833,2.0831844947047706,2.0918641087734198,9.400960731584833,26.283393352930094
2015-05-14 00:00:00-04:00,21475700.0,0.21118708499439678,29.347842988065608,0.8029999732971191,-0.008642054963191703,0.018680022066337898,0.4545454545454546,0.4545454545454546,-0.05581260422885903,-0.05019818250157204,2.101692187922208,2.0831844947047706,9.775654181026242,26.658086802371507
2015-05-15 00:00:00-04:00,21475700.0,0.18466186207813978,29.67035385477962,0.8,-0.003735956907696125,0.0012224052364879778,-0.6875,-0.6875,-0.12560059208621,0.010989252833510266,2.1029138466297264,2.0794415416798357,8.612503371220562,25.494935992565825
2015-05-18 00:00:00-04:00,21475700.0,0.14842019229678274,29.83428208927228,0.8,0.0,-0.008546971722914631,1.0,1.0,-0.19625963571200944,0.00552498414056668,2.0943301400798773,2.0794415416798357,10.207289006867793,27.089721628213056
2015-05-19 00:00:00-04:00,21475700.0,0.10226023252018349,28.421070859683795,0.7849999904632569,-0.018750011920928955,-0.020935970282004557,1.0,1.0,-0.3110086239768324,-0.04736870239946689,2.0731719046744335,2.0605135196455997,11.312032522590838,28.1944651439361
2015-05-20 00:00:00-04:00,21475700.0,0.14252822405284102,31.952679751175936,0.7599999904632568,-0.03184713414486362,-0.020125767452930154,-0.9290953545232274,-0.9290953545232274,0.3937795811750153,0.12426023315334822,2.052840854985741,2.0281482347439392,8.66561319653451,25.548045817879775
2015-05-21 00:00:00-04:00,21475700.0,0.16623275820412203,32.74855317732131,0.7869999885559082,0.035526313725601,0.0025673916591080204,1.0,1.0,0.16631466720930144,0.024907877284254587,2.0554049565250314,2.0630580478878993,9.409191230721348,26.29162385206661
2015-05-22 00:00:00-04:00,21475700.0,0.1942016848233367,23.463699800607642,0.7650000095367432,-0.027954230418139492,-0.008962890163154658,0.16393442622950816,0.16393442622950816,0.16825159445932303,-0.28351949860012504,2.0464016580303386,2.0347056603047755,9.560997243589352,26.443429864934615
2015-05-26 00:00:00-04:00,21475700.0,0.2261056589435243,22.58066170089765,0.7519999980926514,-0.01699347880003832,-0.025839769403022017,-0.704225352112676,-0.704225352112676,0.16428268451538064,-0.03763422253156867,2.0202221769605844,2.0175661354253807,8.34283980427146,25.225272425616723
