Date,Capital Gains,SharesOutstanding,Volatility,RSI,P/E Ratio,% Change Adj Close,% Change Open,% Change Volume,% Change Market Cap,% Change Volatility,% Change RSI,Log Open,Log Adjusted Close,Log Volume,Log Market Cap
2015-06-08 00:00:00-04:00,0.0,7150000.0,,,1.968205642700196,,,,,,,2.9914948945532167,2.9797073794070386,14.774285901444584,30.556908816114774
2015-06-09 00:00:00-04:00,0.0,7150000.0,,,1.9638914108276366,-0.0021919619469440432,-0.012309031835122108,-0.7038527889591719,-0.7038527889591719,,,2.979109479133215,2.9775130115951534,13.557387287754038,29.340010202424228
2015-06-10 00:00:00-04:00,0.0,7150000.0,,,1.9972309112548827,0.01697624432971878,0.001196422449151635,0.7229773462783171,0.7229773462783171,,,2.98030518643938,2.994346769814246,14.101441097377249,29.88406401204744
2015-06-11 00:00:00-04:00,0.0,7150000.0,,,1.9995843887329101,0.0011783702449050804,0.017426870493732594,-0.699098422238918,-0.699098422238918,,,2.9975819504404635,2.995524446325864,12.900469045490551,28.68309196016074
2015-06-12 00:00:00-04:00,0.0,7150000.0,,,1.994485282897949,-0.0025500828390606634,-0.0063619654718325425,-0.5193508114856429,-0.5193508114856429,,,2.991199661421976,2.992971106487303,12.167851432709975,27.950474347380165
2015-06-15 00:00:00-04:00,0.0,7150000.0,,,1.9787965774536134,-0.007866042220948444,-0.004924932250559899,1.0,1.0,,,2.9862625617269143,2.9850739637569386,12.889169490236618,28.671792404906807
2015-06-16 00:00:00-04:00,0.0,7150000.0,0.13323966430110326,,2.0009571075439454,0.011198993541240654,-0.002870948799899131,0.1224747474747474,0.1224747474747474,,,2.9833874838487007,2.996210712855626,13.004705333936096,28.787328248606286
2015-06-17 00:00:00-04:00,0.0,7150000.0,0.1534823509040481,,2.007821273803711,0.003430441479173485,0.014395056468548217,0.2879640044994376,0.2879640044994376,0.15192688085132944,,2.997679915182512,2.999635283792299,13.257768014410532,29.040390929080722
2015-06-18 00:00:00-04:00,0.0,7150000.0,0.1419666166338807,,2.021745300292969,0.00693489339460962,-0.001566001307781062,-0.48209606986899567,-0.48209606986899567,-0.0750296969152281,,2.9961126864130447,3.0065462414113626,12.599802497419917,28.382425412090107
2015-06-19 00:00:00-04:00,0.0,7150000.0,0.16023208940821432,,2.0109588623046877,-0.005335211110280902,0.011174273241403299,1.0,1.0,0.1286603372498385,,3.0072249886895315,3.0011967472375285,13.952660396111508,29.7352833107817
