Date,SharesOutstanding,Volatility,RSI,P/E Ratio,% Change Adj Close,% Change Open,% Change Volume,% Change Market Cap,% Change Volatility,% Change RSI,Log Open,Log Adjusted Close,Log Volume,Log Market Cap
2014-12-29 00:00:00-05:00,44233000.0,,,0.390208911895752,,,,,,,1.3424234529324848,1.3615120812423926,10.060491301345794,27.6654729761567
2014-12-30 00:00:00-05:00,44233000.0,,,0.3893891096115112,-0.0021009317297699948,0.004282607404098027,-0.2008547008547008,-0.2008547008547008,,,1.3466969160717288,1.3594089394595663,9.836278802842678,27.441260477653582
2014-12-31 00:00:00-05:00,44233000.0,,,0.3820112228393554,-0.018947337226551175,0.010660984906767368,0.267379679144385,0.267379679144385,,,1.3573014733738464,1.340279801347541,10.073230327123223,27.678212001934128
2015-01-02 00:00:00-05:00,44233000.0,,,0.3893891096115112,0.019313272309956053,-0.014767932407491746,-0.9282700421940928,-0.9282700421940928,,,1.3424234094308556,1.3594089394595663,7.438383530044307,25.043365204855213
2015-01-05 00:00:00-05:00,44233000.0,,,0.3869297981262207,-0.00631581989476826,0.006423939510183052,1.0,1.0,,,1.3488268033836266,1.3530730903960417,8.85366542803745,26.458647102848357
2015-01-06 00:00:00-05:00,44233000.0,,,0.37627286911010743,-0.027542280454287638,-0.012765928661449877,-0.09999999999999998,-0.09999999999999998,,,1.3359786900633601,1.3251444099158554,8.748304912379623,26.353286587190528
2015-01-07 00:00:00-05:00,44233000.0,0.04374511561377229,,0.3721740484237671,-0.010893213470410723,-0.015086067964053318,1.0,1.0,,,1.320777669791867,1.3141914309739295,9.635608107380527,27.24058978219143
2015-01-08 00:00:00-05:00,44233000.0,0.053307118421023675,,0.3811914920806885,0.024229103816109987,-6.69576727396759e-10,0.07189542483660127,0.07189542483660127,0.21858446761633377,,1.32077766912229,1.338131666761903,9.70503661381229,27.310018288623194
2015-01-09 00:00:00-05:00,44233000.0,0.058515561770272506,,0.3754530668258667,-0.015053917451040899,-0.0021883527448275375,-0.7621951219512195,-0.7621951219512195,0.09770633835639275,,1.3185869184345929,1.3229632889246712,8.268731832117737,25.87371350692864
2015-01-12 00:00:00-05:00,44233000.0,0.04560744810431066,,0.3836507320404053,0.02183406113537112,0.006579013615017892,1.0,1.0,-0.2205928350587847,,1.3251443847943623,1.3445624007281332,9.093806555720231,26.698788230531136
2015-01-13 00:00:00-05:00,44233000.0,0.050406805057347875,,0.3836507320404053,0.0,0.02396506601753079,0.3932584269662922,0.3932584269662922,0.10523186787518579,,1.348826795612486,1.3445624007281332,9.425451751593128,27.030433426404034
2015-01-14 00:00:00-05:00,44233000.0,0.04432647205913023,,0.37709262371063235,-0.017093954949321644,-0.008510583651495707,-0.33870967741935487,-0.33870967741935487,-0.12062524080429315,,1.3402797901494705,1.3273206575190977,9.011889433252344,26.61687110806325
2015-01-15 00:00:00-05:00,44233000.0,0.04330398840646711,,0.37299380302429197,-0.010869532917423541,-0.01287555423387865,-0.14634146341463417,-0.14634146341463417,-0.0230671110324131,,1.3273206275222098,1.3163916196418195,8.85366542803745,26.458647102848357
2015-01-16 00:00:00-05:00,44233000.0,0.0485967789971249,40.697657509466566,0.37709262371063235,0.010988977975254333,-0.01521729573685704,-0.19999999999999996,-0.19999999999999996,0.1222240903303804,,1.3119863605663495,1.3273206575190977,8.630521876723241,26.235503551534148
2015-01-20 00:00:00-05:00,44233000.0,0.05288531587598694,36.08245382585749,0.36807518005371087,-0.02391307357908201,-5.943974201727542e-10,0.8928571428571428,0.8928571428571428,0.08824734822683955,-0.11340219477092861,1.3119863599719521,1.3031170249399533,9.268609280100158,26.873590954911066
2015-01-21 00:00:00-05:00,44233000.0,0.06750486908133944,41.34615142609536,0.3746333122253418,0.017817371360584255,-0.015452663538614186,1.0,1.0,0.2764387989973347,0.1458797016866349,1.2964130596412786,1.3207775275249503,11.046116726621012,28.651098401431916
2015-01-22 00:00:00-05:00,44233000.0,0.07421138879521542,42.99999796413927,0.37053449153900153,-0.01094088686879735,0.004484375257738815,-0.4944178628389154,-0.4944178628389154,0.09934868114172635,0.04000001163349132,1.3008874100472496,1.3097763489872232,10.364071959865372,27.96905363467628
2015-01-23 00:00:00-05:00,44233000.0,0.05659752213477615,36.956556788067104,0.36971478462219237,-0.002212228376917147,0.008928670216477252,-0.8359621451104101,-0.8359621451104101,-0.23734721781106027,-0.14054515028377945,1.3097764553781674,1.3075616700182637,8.556413904569519,26.161395579380425
2015-01-26 00:00:00-05:00,44233000.0,0.038408837138681144,38.88888350300489,0.37053449153900153,0.0022171331818574558,0.008849441787420975,-0.5576923076923077,-0.5576923076923077,-0.3213689276499091,0.052286437993100954,1.3185869703408295,1.3097763489872232,7.7406644019172415,25.345646076728148
2015-01-27 00:00:00-05:00,44233000.0,0.04297031040072168,50.0,0.37627286911010743,0.015486756839482752,0.0131578755015902,1.0,1.0,0.11876103526828019,0.2857144637782303,1.3316590329227387,1.3251444099158554,10.529425983402623,28.13440765821353
2015-01-28 00:00:00-05:00,44233000.0,0.04702401283654613,53.16455183590282,0.37627286911010743,0.0,-0.006493448855910744,-1.0,-1.0,0.09433728539592678,0.06329103671805636,1.3251444099158554,1.3251444099158554,,
2015-01-29 00:00:00-05:00,44233000.0,0.05654093778839074,51.94800878103466,0.3836507320404053,0.019607746228811562,0.010893158098435274,1.0,1.0,0.20238436445067154,-0.022882597762191814,1.3359786649418672,1.3445624007281332,6.214608098422191,23.819589773233098
2015-01-30 00:00:00-05:00,44233000.0,0.057160045580433104,60.00005428974279,0.3877496004104614,0.010683853900803841,0.008620733645459344,1.0,1.0,0.010949726273721039,0.15500200484388538,1.3445624522475592,1.3551895855340772,8.66561319653451,26.270594871345416
2015-02-02 00:00:00-05:00,44233000.0,0.056484144728319585,49.29578330205806,0.3828309774398804,-0.01268504974698692,0.008546926684765532,0.3793103448275863,0.3793103448275863,-0.011824708067498357,-0.17840435503596974,1.3530730607469694,1.342423393618267,8.987196820661973,26.59217849547288
2015-02-03 00:00:00-05:00,44233000.0,0.04385475346677383,49.29578330205806,0.3828309774398804,0.0,-0.016949137131806014,-0.36250000000000004,-0.36250000000000004,-0.22359179416261443,0.0,1.3359786430639353,1.342423393618267,8.536995818712418,26.141977493523324
2015-02-04 00:00:00-05:00,44233000.0,0.040831773377879486,58.82352689586681,0.3869297981262207,0.010706606643355876,0.01724139352406162,-0.4901960784313726,-0.4901960784313726,-0.06893164024248088,0.19327705040059628,1.3530730903960417,1.3530730903960417,7.8632667240095735,25.468248398820478
2015-02-05 00:00:00-05:00,44233000.0,0.06392564170983052,67.1428512073923,0.39266815185546877,0.014830477665553676,0.02330504566496705,1.0,1.0,0.5655857294814943,0.14142851934486833,1.3761107202723015,1.3677946718626146,9.971146201009942,27.57612787582085
2015-02-06 00:00:00-05:00,44233000.0,0.05487503542387287,64.61538048514426,0.39266815185546877,0.0,-0.016563131463710357,-0.5607476635514019,-0.5607476635514019,-0.141580217951349,-0.03764318429732949,1.359408886450218,1.3677946718626146,9.148464968258095,26.753446643069
2015-02-09 00:00:00-05:00,44233000.0,0.05693584765295149,80.64522787124719,0.39922633171081534,0.016701583320056113,0.014737015715284407,1.0,1.0,0.037554640523878025,0.2480809873090255,1.3740383675548764,1.3843583174733105,9.966462351697517,27.571444026508424
2015-02-10 00:00:00-05:00,44233000.0,0.06362485424928638,78.5714879260774,0.4008658409118652,0.004106716092658669,0.008298690473929504,-0.3755868544600939,-0.3755868544600939,0.11748321790354765,-0.025714354090245584,1.382302813224591,1.3884566240233103,9.495519314209846,27.10050098902075
2015-02-11 00:00:00-05:00,44233000.0,0.06444938010994643,80.00004230366734,0.3975867748260498,-0.008179958856949221,-0.006172889856295161,-0.5112781954887218,-0.5112781954887218,0.012959178773588986,0.01818158743454079,1.3761107923138127,1.3802430257311828,8.779557455883728,26.384539130694634
2015-02-12 00:00:00-05:00,44233000.0,0.04225702180222755,79.99995769637744,0.3967670202255249,-0.002061825625069069,0.0020704196686376353,0.41538461538461546,0.41538461538461546,-0.3443378085229085,-1.0575905645682226e-06,1.3781790716174416,1.3781790716174416,9.126958763037132,26.73194043784804
2015-02-13 00:00:00-05:00,44233000.0,0.035236903619366315,81.03447670672364,0.40004611015319824,0.008264522403624852,0.010330586949329534,-0.010869565217391353,-0.010869565217391353,-0.16612903331704199,0.012931494467440796,1.3884566627263475,1.38640962985919,9.116029692504942,26.721011367315846
